Date,Day,Age,BMI,Sex,Ticket Size,Slab,Window,Discount,Revenue,Arrival Latitude,Arrival Longitude,Departure Latitude,Departure Longitude,State Cuisine,Order Status,ETA,Curry,Spice,Cancel,CustomerID
4/14/2011,Thu,24,22.434307838215013,F,160,S,42,12,140.8,26.378916540546683,76.71680119569002,27.582403576480424,75.37043886857549,South India,has been delivered,22,7,1,The order has been cancelled.,94
4/14/2011,Thu,21,23.063134312626822,M,140,S,20,5,133.0,29.131541119607363,77.45844721277803,27.830994875078485,77.87730866258102,J&K,is in the kitchen,16,8,12,"Sorry, the order can not be cancelled.",87
4/14/2011,Thu,39,23.201557816963035,M,140,L,39,15,119.0,28.5469536888898,77.36311664922323,29.143150150199617,77.35332534208011,U.P.,has been delivered,18,1,12,"Sorry, the order can not be cancelled.",91
4/14/2011,Thu,42,19.753759270392727,M,160,S,17,13,139.2,26.672087373291593,77.26026498518594,29.450326263039738,76.30164295021535,Maharashtra,in en route to delivery,26,13,13,The order has been cancelled.,98
4/14/2011,Thu,30,18.34813782364835,M,120,L,1,96,4.800000000000004,28.776933011544525,75.8775292447682,27.75803034358411,78.61311156547679,Haryana,in en route to delivery,29,4,4,The order has been cancelled.,46
4/14/2011,Thu,32,19.20200420233808,F,160,S,4,53,75.19999999999999,30.72826501953501,75.1497772719927,29.263635106997324,76.20709866974735,Haryana,in en route to delivery,24,17,20,The order has been cancelled.,59
4/14/2011,Thu,36,22.737503345947257,M,180,S,30,34,118.79999999999998,28.00876833820973,76.83485650709471,27.953346041532065,76.70805156161771,Maharashtra,has been cancelled,26,5,2,"Sorry, the order can not be cancelled.",22
4/14/2011,Thu,39,21.5204828642027,F,140,M,26,10,126.0,28.050532930912418,76.01282530845745,27.841207606892688,75.76998122760826,J&K,in en route to delivery,1,18,1,The order has been cancelled.,70
4/14/2011,Thu,20,17.27684991403225,M,140,M,11,53,65.8,27.233228406145418,77.47838103282902,29.184619298966112,76.54935124160579,Haryana,has been delivered,23,12,4,The order has been cancelled.,80
4/14/2011,Thu,31,18.92990975770946,F,120,S,6,65,42.0,30.27572078463636,77.15772028500466,29.41617579667765,77.02334196365146,South India,is in the kitchen,7,11,5,The order has been cancelled.,87
4/14/2011,Thu,21,22.27633581397985,F,140,L,8,93,9.799999999999994,27.162339082961147,77.70527946178848,28.59698691576227,77.21083571345592,Maharashtra,in en route to delivery,12,17,17,"Sorry, the order can not be cancelled.",47
4/14/2011,Thu,37,16.950920247123,F,120,S,35,94,7.200000000000006,28.51763659324967,75.8548232828158,28.69570403173297,76.47646303479858,Haryana,has been delivered,27,7,4,The order has been cancelled.,20
4/14/2011,Thu,24,23.349863081841477,M,160,M,13,87,20.8,28.19168758208568,79.12950519791063,29.33117849282938,75.17649413230531,Haryana,has been cancelled,17,8,10,"Sorry, the order can not be cancelled.",54
4/14/2011,Thu,39,22.19312195503082,M,180,M,19,75,45.0,29.143244056093547,78.06405298916495,29.216281250228477,75.5135524203902,J&K,has been cancelled,15,5,11,The order has been cancelled.,64
4/14/2011,Thu,40,18.00860217495065,F,160,M,47,84,25.600000000000005,25.80749825588034,74.9852834183747,29.044311922200443,78.15156292891122,Haryana,has been cancelled,6,16,24,"Sorry, the order can not be cancelled.",76
4/15/2011,Fri,35,27.12084505829392,F,120,S,42,80,23.999999999999993,29.386484823164086,77.35770838833203,29.11871877337031,79.24058472135039,Haryana,has been cancelled,11,15,1,The order has been cancelled.,74
4/15/2011,Fri,36,22.916759890691495,F,120,S,10,38,74.4,28.345824077930843,74.2540092061628,28.692917432531964,76.96553613685639,Maharashtra,has been cancelled,10,15,21,The order has been cancelled.,74
4/15/2011,Fri,29,21.36766607535125,F,180,M,30,5,171.0,27.398008802459398,75.31976565724193,26.70652986863088,78.80749106397315,J&K,is in the kitchen,13,21,6,"Sorry, the order can not be cancelled.",72
4/15/2011,Fri,20,19.198501126066773,M,120,S,23,58,50.400000000000006,29.44855836008584,76.51662840921729,29.258713793600887,78.45278788198335,Punjab,has been cancelled,16,20,15,The order has been cancelled.,65
4/15/2011,Fri,42,22.32064535809934,M,160,S,43,86,22.400000000000002,29.348652733398815,75.39158377588413,26.31328344736187,74.70811875716137,Maharashtra,in en route to delivery,15,24,20,"Sorry, the order can not be cancelled.",90
4/15/2011,Fri,20,20.158649786927665,F,180,M,2,73,48.6,28.55134455843802,75.42528351976857,29.456034728555387,76.27735310331192,Punjab,in en route to delivery,28,16,13,"Sorry, the order can not be cancelled.",44
4/15/2011,Fri,25,20.76056482923191,M,180,L,35,40,108.0,29.833310470650353,78.34274561408871,29.806676228197354,75.70246272289337,Haryana,is in the kitchen,24,2,2,The order has been cancelled.,87
4/15/2011,Fri,21,22.70743448708224,M,160,L,33,5,152.0,26.730168345792624,75.22724096126858,27.439599696648596,75.46555065307318,U.P.,is in the kitchen,8,9,19,"Sorry, the order can not be cancelled.",20
4/15/2011,Fri,39,23.002614685186977,F,160,M,38,55,72.0,28.721905491030437,76.099556417044,27.460340409418812,77.88524027483585,U.P.,has been delivered,21,19,19,"Sorry, the order can not be cancelled.",17
4/15/2011,Fri,44,24.694880646075216,M,180,L,18,1,178.2,27.964112880459542,77.52862031069814,28.99430232784581,76.04845646757195,Maharashtra,has been cancelled,7,17,19,The order has been cancelled.,87
4/15/2011,Fri,39,24.756377373176317,F,140,S,8,75,35.0,28.159394877063377,76.40723751174835,29.03871792930741,77.40730902960067,Haryana,has been cancelled,6,5,16,"Sorry, the order can not be cancelled.",45
4/15/2011,Fri,41,19.606867474283337,M,160,S,11,41,94.4,27.209810335293927,78.80257296244967,28.05253912427605,75.7500902216691,Punjab,has been delivered,16,12,18,The order has been cancelled.,77
4/15/2011,Fri,40,21.584285999982395,M,180,M,32,14,154.8,28.10583590746365,76.266239303302,25.85861719834499,76.31696490581632,Maharashtra,has been delivered,10,8,2,"Sorry, the order can not be cancelled.",48
4/15/2011,Fri,21,23.288616387432054,M,120,S,42,71,34.800000000000004,28.776110573069797,77.16948026438729,29.255700736973292,78.9174803019306,J&K,in en route to delivery,17,7,6,The order has been cancelled.,28
4/15/2011,Fri,34,21.389805996746162,F,180,M,22,6,169.2,28.073525244208387,74.75904619951164,29.986343035824866,76.71117348748261,Punjab,in en route to delivery,22,2,5,"Sorry, the order can not be cancelled.",11
4/15/2011,Fri,41,19.21495503182268,M,120,M,32,82,21.600000000000005,28.516662095224756,77.89502623339078,28.303396749143406,76.88169837744233,Punjab,in en route to delivery,6,23,1,"Sorry, the order can not be cancelled.",65
4/15/2011,Fri,39,23.76240585471323,F,160,M,24,82,28.800000000000008,28.761989397122257,78.35033963894561,28.56619835212184,76.21464018443349,Punjab,has been delivered,4,3,15,"Sorry, the order can not be cancelled.",75
4/15/2011,Fri,23,17.616783634648648,F,160,M,42,71,46.400000000000006,29.944558887881186,76.89471237251571,28.606874676026358,77.89478739752116,Punjab,in en route to delivery,17,1,18,"Sorry, the order can not be cancelled.",97
4/15/2011,Fri,31,22.090634057817248,M,180,M,46,17,149.4,28.721485829897365,75.31994186254221,29.336451876732294,77.58431579006529,Punjab,has been cancelled,12,17,13,"Sorry, the order can not be cancelled.",15
4/15/2011,Fri,34,25.170592805807168,F,180,M,1,74,46.800000000000004,27.814762187001815,74.75125420403803,28.18354692470704,77.91064512685486,Maharashtra,is in the kitchen,12,24,20,"Sorry, the order can not be cancelled.",55
4/16/2011,Sat,31,24.979363714368066,M,180,S,13,79,37.8,28.721973861650948,76.26424428315423,27.65194130721257,76.68505019490992,Maharashtra,has been delivered,26,15,22,The order has been cancelled.,40
4/16/2011,Sat,41,24.210705623973247,M,140,S,35,6,131.6,29.24507594970562,77.46014305846921,28.77118735477398,76.15228827429021,U.P.,has been cancelled,20,7,22,The order has been cancelled.,14
4/16/2011,Sat,38,22.185840539854023,F,120,L,46,84,19.200000000000003,27.993707175986692,76.97570946137867,27.069337922407186,77.36658656056619,Maharashtra,in en route to delivery,17,10,11,The order has been cancelled.,84
4/16/2011,Sat,38,21.894182762351917,F,180,M,36,70,54.00000000000001,28.611614101231545,75.70598046698981,27.740084136068152,75.72934860715345,Punjab,in en route to delivery,8,1,2,The order has been cancelled.,96
4/16/2011,Sat,38,24.50192328403805,F,160,L,27,91,14.399999999999995,28.447346241865812,75.41769439328972,28.04173757799415,78.57395918007485,Haryana,has been cancelled,27,12,5,The order has been cancelled.,52
4/16/2011,Sat,35,24.64051154932026,M,180,L,9,45,99.00000000000001,25.62656772342271,78.12763862258754,29.328357872092656,77.2837941472193,South India,is in the kitchen,11,18,14,"Sorry, the order can not be cancelled.",5
4/16/2011,Sat,39,21.006756150673105,M,180,M,17,79,37.8,28.682647081104886,78.48419771156289,28.85822010097173,77.59053337140527,J&K,is in the kitchen,25,19,19,The order has been cancelled.,79
4/16/2011,Sat,42,20.29140869675628,F,140,S,43,74,36.4,29.195089025575424,76.71598764672139,27.86778866312719,77.55110749520398,Punjab,has been cancelled,18,21,5,"Sorry, the order can not be cancelled.",76
4/16/2011,Sat,31,18.941357345362608,M,120,M,48,22,93.60000000000001,28.99014309056528,78.32436672919201,27.840621026215253,77.25162170628198,Maharashtra,has been cancelled,15,10,16,"Sorry, the order can not be cancelled.",8
4/16/2011,Sat,22,25.11070674157264,M,120,S,12,10,108.0,29.249902517159388,75.53297194168924,28.111201590494606,76.08639798819532,Maharashtra,has been cancelled,28,14,11,"Sorry, the order can not be cancelled.",75
4/16/2011,Sat,31,16.58203838210923,M,160,M,15,51,78.4,29.695272717464714,78.2718432771454,28.488729718833646,77.61930741873353,South India,is in the kitchen,26,5,17,The order has been cancelled.,50
4/16/2011,Sat,34,24.22367733619662,M,120,M,5,65,42.0,28.510625311831706,77.43038249198334,28.994462046565626,76.81698915142829,J&K,has been cancelled,29,7,12,The order has been cancelled.,29
4/16/2011,Sat,20,19.55702066271879,F,180,S,43,54,82.8,26.908995681330353,77.46060442375911,28.14677280944443,78.72997583363741,U.P.,is in the kitchen,13,12,11,The order has been cancelled.,51
4/16/2011,Sat,42,22.672764065643307,M,120,S,19,12,105.6,27.526191406317132,77.18293048797126,31.7723545753585,76.34978653271429,J&K,is in the kitchen,21,22,20,The order has been cancelled.,26
4/16/2011,Sat,22,21.814431003763918,F,120,L,43,94,7.200000000000006,26.97415300682902,77.05768422547371,29.853526271674102,77.68392580846334,J&K,in en route to delivery,2,22,22,"Sorry, the order can not be cancelled.",52
4/16/2011,Sat,35,23.49484495327216,M,160,L,22,6,150.39999999999998,29.047878858481354,76.23718351800207,28.75290022576896,79.54525849885064,Maharashtra,has been cancelled,9,18,14,"Sorry, the order can not be cancelled.",17
4/16/2011,Sat,40,22.18277228306712,F,160,S,30,76,38.4,26.848503896440214,75.52902744730142,26.399875300025496,75.44315314879128,South India,has been delivered,10,6,13,"Sorry, the order can not be cancelled.",43
4/16/2011,Sat,43,19.380262153807447,M,120,S,9,52,57.599999999999994,29.99385531292626,78.14014707808673,27.573812894419238,76.30028461294174,Punjab,has been delivered,7,8,12,The order has been cancelled.,66
4/16/2011,Sat,33,19.485472284933316,F,180,S,11,95,9.000000000000007,27.18925765920991,75.98643068601923,26.623680444472885,77.53445229149453,Maharashtra,has been cancelled,4,12,1,"Sorry, the order can not be cancelled.",47
4/16/2011,Sat,35,19.174905038030367,F,140,S,12,6,131.6,29.975185672856075,75.88168025628562,29.472243925419157,79.90032432544602,South India,has been delivered,17,2,20,"Sorry, the order can not be cancelled.",67
4/16/2011,Sat,33,25.01605817842969,F,160,M,24,19,129.60000000000002,26.4243500666585,75.25001755681927,29.284805066855046,78.81756516210498,Haryana,has been delivered,2,17,18,"Sorry, the order can not be cancelled.",66
4/16/2011,Sat,33,15.179204296227136,M,140,S,10,89,15.399999999999999,26.89866639583707,77.43805895287568,28.006060147254843,77.29349656465573,Punjab,has been delivered,17,24,22,"Sorry, the order can not be cancelled.",46
4/16/2011,Sat,32,22.802572717053046,F,140,M,40,51,68.6,26.42799773749423,77.92249395891027,28.395874966830846,74.54005791027629,Maharashtra,in en route to delivery,4,4,4,The order has been cancelled.,34
4/16/2011,Sat,23,21.130537936275523,M,180,S,22,92,14.399999999999993,26.802477849963825,79.41748093907597,26.44482602194696,75.43204203757195,U.P.,has been cancelled,4,1,12,The order has been cancelled.,54
4/16/2011,Sat,41,22.768042947518957,F,160,L,20,55,72.0,28.550515382447177,76.55477207897269,28.118526639829778,77.58730767563723,U.P.,has been delivered,24,24,6,The order has been cancelled.,39
4/16/2011,Sat,23,20.539101027806776,F,160,S,28,45,88.0,28.064158675019197,76.89180645302915,28.309222391950946,77.87149130208171,J&K,in en route to delivery,11,21,23,"Sorry, the order can not be cancelled.",2
4/16/2011,Sat,33,20.49499961500925,F,180,M,30,31,124.19999999999999,29.682638157122067,77.54520796641077,27.472349352949287,77.8305687413534,U.P.,in en route to delivery,9,15,21,"Sorry, the order can not be cancelled.",91
4/16/2011,Sat,26,21.901231269792586,M,120,M,33,81,22.799999999999994,29.302014319659385,78.5362675404,27.070638067169114,77.25879338061405,Haryana,has been delivered,3,21,1,The order has been cancelled.,27
4/16/2011,Sat,21,23.545554813623614,M,120,L,39,42,69.60000000000001,28.056575990087197,79.57871504541734,29.125591248946606,76.04457607458909,U.P.,has been cancelled,26,4,17,The order has been cancelled.,7
4/16/2011,Sat,43,18.720362165148096,F,180,M,46,50,90.0,27.705420268062948,78.69926984329079,27.951141551219912,78.63635172232767,U.P.,is in the kitchen,22,22,17,The order has been cancelled.,43
4/17/2011,Sun,20,21.286074782079663,F,120,L,37,97,3.600000000000003,26.937939002295042,77.41792346262315,27.40825149596164,75.3991958125801,Maharashtra,has been delivered,29,19,4,"Sorry, the order can not be cancelled.",51
4/17/2011,Sun,26,22.206767277127675,F,160,M,32,75,40.0,29.4261106106243,77.68520518398303,27.527574225916357,78.38235990902866,Maharashtra,in en route to delivery,26,23,21,"Sorry, the order can not be cancelled.",7
4/17/2011,Sun,37,20.18288896123227,M,140,L,46,69,43.400000000000006,29.320439707394545,77.84871532220632,28.494362239313986,76.92322391546855,U.P.,is in the kitchen,17,20,18,"Sorry, the order can not be cancelled.",30
4/17/2011,Sun,23,18.35155581337545,M,140,S,46,43,79.80000000000001,29.48877785333222,78.50852378025448,27.527376912560193,77.07676807374922,Maharashtra,has been cancelled,4,2,12,"Sorry, the order can not be cancelled.",47
4/17/2011,Sun,24,21.67362475509312,F,120,S,15,88,14.399999999999999,28.211831480493913,76.80361516368248,26.675886286094606,78.71724509207077,South India,has been cancelled,13,6,7,"Sorry, the order can not be cancelled.",40
4/17/2011,Sun,39,22.34076976894718,F,160,M,37,91,14.399999999999995,29.379697963474044,79.03361789089814,28.764498566332,76.5078214036986,J&K,has been delivered,23,8,1,The order has been cancelled.,23
4/17/2011,Sun,42,21.819235147449607,F,140,S,4,99,1.4000000000000012,28.12977178864311,76.47269670712953,28.714782923258156,76.5284291916709,Punjab,has been delivered,19,1,16,The order has been cancelled.,82
4/17/2011,Sun,23,23.06157202978416,F,120,M,44,52,57.599999999999994,29.158213814680057,77.33046065290596,28.43926053366017,77.72801902482016,Maharashtra,has been cancelled,9,20,14,"Sorry, the order can not be cancelled.",73
4/17/2011,Sun,31,22.247546232890198,M,140,L,4,51,68.6,27.64760266955464,77.82167025316477,29.427788875285877,73.69893252583769,U.P.,is in the kitchen,14,11,23,"Sorry, the order can not be cancelled.",61
4/17/2011,Sun,20,23.697226319922194,F,120,M,6,5,114.0,27.82835344859935,75.71931454718366,30.472041358061816,77.81173789298732,Haryana,has been cancelled,17,22,15,"Sorry, the order can not be cancelled.",97
4/17/2011,Sun,21,24.56594683255515,M,120,S,32,94,7.200000000000006,27.581877495848744,77.53624093499442,27.632274293393365,76.54769986696627,South India,has been cancelled,15,6,6,The order has been cancelled.,51
4/17/2011,Sun,31,15.410575923838977,F,160,M,42,77,36.8,27.919411398866085,78.0053117491781,27.756388586408445,76.38311772735013,U.P.,is in the kitchen,2,5,21,The order has been cancelled.,23
4/17/2011,Sun,24,22.201997098022066,M,180,S,48,78,39.599999999999994,27.496787251543974,78.474338158882,27.93918812911256,75.38024090343652,Maharashtra,has been delivered,13,19,24,The order has been cancelled.,12
4/17/2011,Sun,33,22.17572886729169,F,120,M,29,40,72.0,27.929015169597392,75.72505086790224,27.07057921660428,77.35732754600775,Punjab,has been cancelled,27,14,17,The order has been cancelled.,34
4/17/2011,Sun,42,22.778369563869685,M,180,L,40,39,109.8,28.115880071123318,79.08908026261024,29.944421362495685,79.20869332549877,Maharashtra,has been delivered,19,23,8,"Sorry, the order can not be cancelled.",17
4/17/2011,Sun,27,20.170298864064964,F,140,M,4,28,100.8,27.22829909757687,75.4628315331239,29.916634774617975,77.64525230962781,U.P.,has been cancelled,16,1,14,"Sorry, the order can not be cancelled.",63
4/17/2011,Sun,23,22.383114633862117,M,160,M,9,66,54.39999999999999,27.62976247455,76.59862937642622,28.57987525708654,75.1720004072649,Haryana,is in the kitchen,23,19,3,The order has been cancelled.,54
4/17/2011,Sun,36,19.98568985029995,M,160,L,44,12,140.8,29.064083919531786,77.07964496484016,29.290713440932173,76.9370511898242,Maharashtra,has been delivered,10,10,1,"Sorry, the order can not be cancelled.",25
4/17/2011,Sun,20,23.777062922039725,M,160,M,48,84,25.600000000000005,29.91576825769981,78.32722157249088,26.68736133613126,77.55547239754925,South India,has been delivered,23,10,21,"Sorry, the order can not be cancelled.",58
4/17/2011,Sun,23,21.71234855866453,F,140,L,18,85,21.000000000000004,28.911544135874454,79.1248741616804,29.906514058525197,79.02870337529951,Maharashtra,has been delivered,11,16,22,The order has been cancelled.,96
4/17/2011,Sun,27,22.556080622045073,F,140,M,13,16,117.6,28.37812025398022,76.88505704986814,26.89185247703258,77.57884416035421,Punjab,is in the kitchen,4,5,24,The order has been cancelled.,30
4/17/2011,Sun,21,24.559961897314814,F,160,M,29,17,132.79999999999998,28.38043450447477,75.68487154343089,29.41791945284175,75.54741039546577,Maharashtra,is in the kitchen,15,8,23,The order has been cancelled.,2
4/17/2011,Sun,39,23.103875384829696,F,160,L,39,49,81.6,26.813475742444847,77.52264692256519,28.374268130012435,76.56351702390127,Punjab,has been delivered,29,22,9,The order has been cancelled.,100
4/17/2011,Sun,24,20.068079436678225,M,180,S,1,65,62.99999999999999,27.888257113235984,79.41312678405376,29.775060177178624,76.62626957093163,J&K,in en route to delivery,24,5,13,"Sorry, the order can not be cancelled.",22
4/17/2011,Sun,31,28.063824308676764,F,120,L,16,7,111.6,27.276476780816477,76.70576510128562,27.95082319515506,75.32736709175543,J&K,has been delivered,23,6,10,The order has been cancelled.,99
4/17/2011,Sun,26,23.47732841907519,M,140,M,20,47,74.2,29.133813928192335,76.67391657199485,27.164314122338578,77.96350259232801,Haryana,has been cancelled,28,20,4,The order has been cancelled.,82
4/17/2011,Sun,40,26.050460149516425,M,140,M,45,29,99.39999999999999,27.00197292994891,76.34918983266132,27.321047392323777,78.11782743942585,U.P.,has been cancelled,29,5,3,"Sorry, the order can not be cancelled.",36
4/17/2011,Sun,35,19.90298812848805,F,120,M,1,38,74.4,29.681023210611603,78.16918344602406,27.43346864657133,76.105911130966,Punjab,is in the kitchen,25,17,16,"Sorry, the order can not be cancelled.",28
4/17/2011,Sun,30,18.299158916308194,F,140,L,4,94,8.400000000000007,29.959622144298876,76.54849500331173,28.365600942706703,76.95678400614003,J&K,has been delivered,21,11,16,"Sorry, the order can not be cancelled.",75
4/17/2011,Sun,30,20.209243579350588,F,160,M,45,84,25.600000000000005,26.20435446765071,77.90696957600983,27.04572323094794,77.22334399965658,J&K,in en route to delivery,28,14,1,"Sorry, the order can not be cancelled.",67
4/17/2011,Sun,43,22.118687905913472,M,120,L,30,50,60.0,28.84954082354762,76.04422909916,28.420596290912734,76.96938861579184,Haryana,has been delivered,21,11,18,"Sorry, the order can not be cancelled.",41
4/17/2011,Sun,23,23.714305801487775,F,140,M,15,97,4.200000000000004,27.780776454948647,79.39825436242741,27.719860403373545,76.9604721505154,Maharashtra,has been delivered,9,3,24,"Sorry, the order can not be cancelled.",35
4/18/2011,Mon,20,22.073598138941076,F,120,M,21,18,98.4,28.168251503072362,79.42238051192894,29.058620142067518,77.56034028600273,Punjab,is in the kitchen,4,9,21,"Sorry, the order can not be cancelled.",36
4/18/2011,Mon,25,22.22812363007236,M,120,M,28,84,19.200000000000003,29.354318299748822,77.31956401066374,28.23703177968133,78.560471072571,Maharashtra,in en route to delivery,9,24,2,"Sorry, the order can not be cancelled.",23
4/18/2011,Mon,31,20.91213056389907,M,180,S,10,40,108.0,27.54062648979645,77.48871811418424,30.238259226259682,76.84226703908386,Haryana,has been cancelled,16,22,18,"Sorry, the order can not be cancelled.",67
4/18/2011,Mon,23,18.206146953129895,M,180,M,3,49,91.8,29.022426570364562,78.67013075317331,28.426633176091602,79.25957372639184,Maharashtra,in en route to delivery,20,1,7,"Sorry, the order can not be cancelled.",9
4/18/2011,Mon,36,20.830178239419663,M,180,L,11,48,93.60000000000001,28.563325208080833,77.47458846886948,28.39447847975705,77.69640762343799,J&K,has been delivered,1,6,4,The order has been cancelled.,5
4/18/2011,Mon,42,24.76803794727176,M,140,M,17,9,127.4,28.944271838501333,75.97162087657333,28.398674356112227,76.28628589710368,U.P.,has been cancelled,9,11,19,The order has been cancelled.,51
4/18/2011,Mon,27,21.370249302722456,M,180,S,15,22,140.4,25.849842973155265,78.23293080554379,27.572577589178888,78.58972675364471,Maharashtra,in en route to delivery,1,20,15,"Sorry, the order can not be cancelled.",27
4/18/2011,Mon,37,23.94550888277491,F,120,L,31,8,110.4,26.01219590111409,78.36316583695319,28.756732806032645,76.37919027951392,U.P.,in en route to delivery,27,10,4,"Sorry, the order can not be cancelled.",4
4/18/2011,Mon,44,19.64260057891849,M,140,S,23,65,49.0,28.88870944897761,78.86436131109195,28.5010218635793,75.87035787704879,Haryana,in en route to delivery,28,1,17,The order has been cancelled.,35
4/18/2011,Mon,39,22.233509071875023,F,120,M,11,16,100.8,28.183806471135483,77.66378144635055,27.265913783380864,77.74102445651094,South India,is in the kitchen,6,2,22,"Sorry, the order can not be cancelled.",50
4/18/2011,Mon,22,19.117225255947176,F,140,M,45,78,30.799999999999997,26.121443462403963,75.27655313739459,26.725440780816704,75.03155288848178,Haryana,in en route to delivery,7,2,11,"Sorry, the order can not be cancelled.",87
4/18/2011,Mon,41,23.311033355086064,F,140,S,27,55,62.99999999999999,26.37525143180415,77.1205986997806,29.04675713695882,78.04652958517772,Punjab,has been cancelled,17,21,8,"Sorry, the order can not be cancelled.",85
4/18/2011,Mon,38,22.591094495164455,M,120,S,33,70,36.00000000000001,28.36413507579114,75.88536074923044,27.647711888129642,76.12082118227742,J&K,is in the kitchen,22,4,21,"Sorry, the order can not be cancelled.",32
4/18/2011,Mon,43,21.49651051793198,F,180,L,32,27,131.4,27.847370282086853,77.35278700458053,25.982524764875386,76.41902271466108,J&K,in en route to delivery,4,7,1,The order has been cancelled.,71
4/18/2011,Mon,30,22.293910503117367,M,120,M,42,37,75.6,28.858290101594985,78.18427862464621,28.2024752473659,74.7673733192246,Haryana,has been cancelled,17,18,23,The order has been cancelled.,78
4/18/2011,Mon,29,21.336168220601014,M,160,S,13,38,99.2,27.35887458380125,77.78307964552707,28.35247202477157,78.52254232606633,South India,in en route to delivery,5,23,21,"Sorry, the order can not be cancelled.",56
4/18/2011,Mon,44,19.741750845330163,M,120,L,37,84,19.200000000000003,29.35919261811004,77.73670447815213,27.29877947157078,77.0568365331024,Haryana,has been cancelled,3,21,20,The order has been cancelled.,42
4/18/2011,Mon,32,18.81631630597522,F,160,S,26,61,62.400000000000006,28.81742356198398,77.41368203332554,28.472280239653387,77.4192128892357,Maharashtra,has been delivered,17,3,17,The order has been cancelled.,38
4/18/2011,Mon,30,25.51575864038665,F,120,S,17,7,111.6,27.999213988404733,76.74240089071492,27.600177540458457,76.93635671391641,U.P.,has been cancelled,23,8,3,The order has been cancelled.,60
4/18/2011,Mon,26,23.620592626371774,M,180,S,19,84,28.800000000000004,28.54130096265046,77.45708714679672,27.875908365243863,76.98927512581379,U.P.,has been cancelled,28,20,20,The order has been cancelled.,15
4/18/2011,Mon,31,23.079488639989712,F,140,S,6,60,56.0,27.60555494844591,76.00963046389883,29.62097911571436,76.77496168209633,Maharashtra,in en route to delivery,29,5,9,"Sorry, the order can not be cancelled.",76
4/18/2011,Mon,36,18.182445155495774,M,120,S,37,84,19.200000000000003,28.47562515897035,75.33151003587444,28.285877223914405,77.71071406449654,Punjab,in en route to delivery,3,14,8,The order has been cancelled.,15
4/18/2011,Mon,35,23.159059367130357,M,160,M,25,43,91.20000000000002,27.297374864520183,78.53191552981052,27.98432310340598,78.21660140206349,South India,has been cancelled,7,19,10,"Sorry, the order can not be cancelled.",91
4/18/2011,Mon,36,17.739313592212614,F,140,M,17,10,126.0,26.782461300350747,77.92301415716767,29.3214139965956,76.61199144197879,Haryana,in en route to delivery,10,12,13,"Sorry, the order can not be cancelled.",74
4/18/2011,Mon,29,22.125225012188423,M,160,L,40,26,118.4,28.38385711862809,74.63696597276262,29.55003967838772,74.57293839035029,South India,has been cancelled,8,2,15,"Sorry, the order can not be cancelled.",3
4/19/2011,Tue,24,20.993600239409748,M,160,S,22,98,3.200000000000003,27.112598444493674,77.90915224098181,28.470135907770217,76.43381744805644,Maharashtra,has been cancelled,12,17,24,The order has been cancelled.,29
4/19/2011,Tue,29,18.63704347506097,F,120,M,41,71,34.800000000000004,29.039369696579886,75.37840994385243,28.438779013018806,78.46752108586745,J&K,is in the kitchen,23,9,6,"Sorry, the order can not be cancelled.",5
4/19/2011,Tue,33,22.818112271038892,M,120,M,15,71,34.800000000000004,28.160726182870466,76.4225711354125,26.88049989351465,78.94846760210106,South India,has been cancelled,20,13,4,"Sorry, the order can not be cancelled.",98
4/19/2011,Tue,39,19.59279333906891,F,120,M,3,6,112.8,29.347933482327548,75.18269901006228,27.344518123252524,76.13137175781806,Haryana,has been delivered,24,6,17,"Sorry, the order can not be cancelled.",95
4/19/2011,Tue,44,19.181654174006464,M,160,L,6,17,132.79999999999998,28.228371945184136,79.29580933334826,30.21005742124257,76.48382556286944,U.P.,in en route to delivery,26,15,14,"Sorry, the order can not be cancelled.",79
4/19/2011,Tue,29,23.63100026454918,F,140,L,45,68,44.79999999999999,29.006437903454255,77.56384893214448,28.89558770402335,75.91976609420321,J&K,in en route to delivery,1,2,13,The order has been cancelled.,60
4/19/2011,Tue,28,22.53716017187773,F,160,M,44,26,118.4,29.001449138825958,76.24479569776523,27.72630516412197,78.99081977565244,Punjab,in en route to delivery,12,1,4,The order has been cancelled.,74
4/19/2011,Tue,33,23.67795338664799,F,140,S,26,84,22.400000000000006,26.827632416448434,76.58064315622688,27.782841580143444,76.25822253307848,J&K,has been cancelled,11,1,21,The order has been cancelled.,48
4/19/2011,Tue,33,17.809998606696873,M,120,S,15,48,62.400000000000006,26.484841827273293,75.78715835169717,28.184156204142752,76.20918273644955,J&K,in en route to delivery,19,18,5,The order has been cancelled.,21
4/19/2011,Tue,32,27.918004335961683,F,160,M,29,77,36.8,28.638813237146724,78.12670401363492,27.032528885035802,78.15749093202352,Haryana,is in the kitchen,17,15,8,The order has been cancelled.,75
4/19/2011,Tue,31,24.66940747071941,F,140,L,16,59,57.400000000000006,27.83085481633717,76.60059817075742,29.57990369292683,75.98334557184825,Haryana,in en route to delivery,7,12,21,"Sorry, the order can not be cancelled.",45
4/19/2011,Tue,44,21.92418643288239,F,180,M,33,30,125.99999999999999,29.138854312549356,75.78441622576685,27.21663264923147,78.58720864141279,Maharashtra,is in the kitchen,15,4,2,"Sorry, the order can not be cancelled.",33
